DATE,SYMBOL,SERIES,LAST_PRICE,LOWER_BAND,UPPER_BAND,BAND_PCT,BAND_LABEL,ASM_CODE,ASM_TYPE,ASM_STAGE,ASM_LABEL
2026-05-17,SKFINDIA,EQ,0,0,0,20,20%,0,NONE,,
2026-05-17,SKFINDUS,EQ,0,0,0,20,20%,0,NONE,,
2026-05-17,SKIPPER,EQ,0,0,0,20,20%,0,NONE,,
2026-05-17,SKMEGGPROD,EQ,0,0,0,20,20%,0,NONE,,
2026-05-17,SKP,SM,0,0,0,20,20%,0,NONE,,
2026-05-17,SKYGOLD,EQ,0,0,0,20,20%,0,NONE,,
2026-05-17,SMALL250,EQ,0,0,0,20,20%,0,NONE,,
2026-05-17,SMALLADD,EQ,0,0,0,20,20%,0,NONE,,
2026-05-17,SMALLCAP,EQ,0,0,0,20,20%,0,NONE,,
2026-05-17,SMARTLINK,EQ,0,0,0,20,20%,11,STASM,I,STASM-I
