DATE,SYMBOL,COMPANY_NAME,ISIN,TYPE,STAGE,STAGE_CODE,LABEL,AS_OF_DATE,CIRC_REVISION
2026-05-15,SGL,"STL Global Limited",INE353H01010,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,SHALPAINTS,"Shalimar Paints Limited",INE849C01026,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,SHARDUL,"Shardul Securities Limited",INE037B01020,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,SHEEL,"Sheel Biotech Limited",INE0YJV01017,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,SHEMAROO,"Shemaroo Entertainment Limited",INE363M01019,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,SHIVAMILLS,"Shiva Mills Limited",INE644Y01017,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,SHYAMCENT,"Shyam Century Ferrous Limited",INE979R01011,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,SOMATEX,"Soma Textiles & Industries Limited",INE314C01013,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,SPENCERS,"Spencer's Retail Limited",INE020801028,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,SUMEETINDS,"Sumeet Industries Limited",INE235C01036,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,SUNFLAG,"Sunflag Iron And Steel Company Limited",INE947A01014,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,SUPERSPIN,"Super Spinning Mills Limited",INE662A01027,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,SURANASOL,"Surana Solar Limited",INE272L01022,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,SYSTMTXC,"Systematix Corporate Services Limited",INE356B01024,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,TAC,"TAC Infosec Limited",INE0SOY01013,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,TANKUP,"Tankup Engineers Limited",INE0Z7N01017,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,TDPOWERSYS,"TD Power Systems Limited",INE419M01027,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,TECHD,"TechD Cybersecurity Limited",INE0Y5H01014,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,TERASOFT,"Tera Software Limited",INE482B01010,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,TIPSFILMS,"Tips Films Limited",INE0LQS01015,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,TRANSWORLD,"TRANSWORLD SHIPPING LINES LIMITED",INE757B01015,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,TRIGYN,"Trigyn Technologies Limited",INE948A01012,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,TRU,"TruCap Finance Limited",INE615R01029,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,VENUSREM,"Venus Remedies Limited",INE411B01019,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,VERTEXPLUS,"Vertexplus Technologies Limited",INE0NLB01018,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,VERTOZ,"Vertoz Limited",INE188Y01031,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,VIDYAWIRES,"Vidya Wires Limited",INE14UN01029,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,WINNY,"Winny Immigration & Education Services Limited",INE0S9101013,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,ZODIACLOTH,"Zodiac Clothing Company Limited",INE206B01013,LTASM,I,21,LTASM-I,15-May-2026,13
2026-05-15,RPSGVENT,"RPSG VENTURES LIMITED",INE425Y01011,LTASM,II,22,LTASM-II,15-May-2026,14
2026-05-15,ATLANTAELE,"Atlanta Electricals Limited",INE0Z4F01028,LTASM,III,23,LTASM-III,15-May-2026,15
2026-05-15,MAHASTEEL,"Mahamaya Steel Industries Limited",INE451L01014,LTASM,IV,24,LTASM-IV,15-May-2026,16
2026-05-15,SIGMAADV,"SIGMA ADVANCED SYSTEMS LIMITED",INE933B01012,LTASM,IV,24,LTASM-IV,15-May-2026,16
2026-05-15,STLTECH,"Sterlite Technologies Limited",INE089C01029,LTASM,IV,24,LTASM-IV,15-May-2026,16
2026-05-15,WAAREEINDO,"Indosolar Limited",INE866K01023,LTASM,IV,24,LTASM-IV,15-May-2026,16
